municipality code,year,gender,age,ethnicity,education,days in hospital,days in hospital observations,weighted_hosp_days_mun,weighted_days_gen_mun,weighted_days_age_mun,weighted_days_eth_mun,weighted_days_edu_mun
0,2005,Women,30-39,Non-western immigrants and descendants,Higher education,0.449,3726.0,0.0004076649015533663,0.0008066443843563524,0.0021515524084129195,0.012640242382114496,0.0017749615136105487
0,2005,Women,30-39,Non-western immigrants and descendants,No higher education,0.598,13781.0,0.002008149525914659,0.003973514844801716,0.010598506107520132,0.06226559277084766,0.002606887262531095
0,2005,Women,40-49,Danish,Higher education,0.435,114013.0,0.012085309044282648,0.02391313708056733,0.06462985092131668,0.013159768813550868,0.05261909561493877
0,2005,Women,40-49,Danish,No higher education,0.669,235226.0,0.038346485949475574,0.07587598891413275,0.2050694492950038,0.041755729047401345,0.04977964264836509
0,2005,Women,40-49,Immigrants and descendants,Higher education,0.464,6551.0,0.0007406955071120722,0.0014656102820068738,0.0039610935911803796,0.014995061935464777,0.0032249674019485626
0,2005,Women,40-49,Immigrants and descendants,No higher education,0.647,12768.0,0.0020129884592244695,0.003983089616546255,0.010765065547707786,0.04075208548130097,0.0026131689429770956
0,2005,Women,40-49,Non-western immigrants and descendants,Higher education,0.546,3098.0,0.0004121812068189533,0.0008155807736963306,0.00220426385884438,0.012780276986543562,0.0017946253796917058
0,2005,Women,40-49,Non-western immigrants and descendants,No higher education,0.681,8924.0,0.001480883191834294,0.002930215738537082,0.007919471448304622,0.04591693425914033,0.0019224143821316591
0,2005,Women,50-59,Danish,Higher education,0.687,100036.0,0.016746620751465047,0.03313644989951746,0.09395478668864991,0.018235500365772796,0.0729143156637218
0,2005,Women,50-59,Danish,No higher education,0.973,244355.0,0.05793595906425195,0.1146375757476403,0.325042332794689,0.06308682918105368,0.07520979477777187
0,2005,Women,50-59,Immigrants and descendants,Higher education,0.651,5227.0,0.0008291777103009726,0.001640689549429313,0.0046519961283231215,0.016786346078900505,0.0036102164255984626
0,2005,Women,50-59,Immigrants and descendants,No higher education,0.976,8519.0,0.002026061230611553,0.004008956640141332,0.011366958956397152,0.041016738114853166,0.0026301394129421975
0,2005,Women,50-59,Non-western immigrants and descendants,Higher education,0.662,1549.0,0.0002498754202510505,0.0004944271723323908,0.0014018942780662396,0.007747750334333185,0.0010879505506922245
0,2005,Women,50-59,Non-western immigrants and descendants,No higher education,0.951,4036.0,0.0009352889531329155,0.0018506513043444717,0.005247319766058846,0.0289999924444478,0.0012141490597408118
0,2005,Women,60-65,Danish,Higher education,1.768,76605.0,0.03300300672767196,0.06530287484233305,0.12555146643034198,0.03593718101016973,0.14369416290644121
0,2005,Women,60-65,Danish,No higher education,2.504,477136.0,0.29113246683498234,0.5760622721784848,1.1075387293718053,0.31701596902725665,0.37793476516928715
0,2005,Women,60-65,Immigrants and descendants,Higher education,1.707,4467.0,0.0018580765569057142,0.0036765662548360846,0.007068575247834978,0.037615960653343924,0.008090013060439811
0,2005,Women,60-65,Immigrants and descendants,No higher education,2.549,12040.0,0.007478430341461822,0.014797530559423566,0.02844976834127159,0.1513976054580166,0.009708153974243149
0,2005,Women,60-65,Non-western immigrants and descendants,Higher education,1.756,739.0,0.00031621544632933846,0.0006256938310273136,0.0012029604854543532,0.009804719197902578,0.0013767931580695163
0,2005,Women,60-65,Non-western immigrants and descendants,No higher education,2.191,2009.0,0.0010725966708392252,0.002122341359079495,0.004080418672861536,0.033257417663369926,0.001392395617438132
0,2006,Men,18-29,Danish,Higher education,0.169,29811.0,0.0012177039708817956,0.002464363751091415,0.006749485555359066,0.0013300159003413175,0.0051662915218641916
0,2006,Men,18-29,Danish,No higher education,0.277,293386.0,0.019642539185172708,0.03975215873877708,0.10887460143937325,0.02145422045428566,0.02570009714866149
0,2006,Men,18-29,Immigrants and descendants,Higher education,0.088,2260.0,4.806949774287508e-05,9.728204112279363e-05,0.0002664394536169209,0.0009448115650104276,0.0002039420455116445
0,2006,Men,18-29,Immigrants and descendants,No higher education,0.292,26998.0,0.0019054296440976731,0.003856168541331905,0.01056140914961229,0.037451441113175006,0.0024930446365210657
0,2006,Men,18-29,Non-western immigrants and descendants,Higher education,0.109,1326.0,3.49340144145651e-05,7.069872552112758e-05,0.00019363213992894233,0.0010407338868207118,0.00014821278965195106
0,2006,Men,18-29,Non-western immigrants and descendants,No higher education,0.308,23294.0,0.0017340964962295848,0.0035094281109293106,0.00961174434244865,0.05166119659842882,0.002268874100141549
0,2006,Men,30-39,Danish,Higher education,0.218,104231.0,0.005492016978046055,0.011114628747801884,0.02992847678281188,0.005998559650303368,0.02330070479368403
0,2006,Men,30-39,Danish,No higher education,0.392,238186.0,0.022567360743356305,0.04567135125087741,0.1229797239806012,0.024648805732042686,0.029526903727953392
0,2006,Men,30-39,Immigrants and descendants,Higher education,0.173,6465.0,0.00027032929104500156,0.0005470867482078787,0.0014731461943937347,0.0053133536344936024,0.0011469125155484274
0,2006,Men,30-39,Immigrants and descendants,No higher education,0.315,16149.0,0.0012295173496613648,0.0024882714192426504,0.006700194409540293,0.024166306408167335,0.0016086879111899318
0,2006,Men,30-39,Non-western immigrants and descendants,Higher education,0.228,3475.0,0.00019149971370514845,0.0003875531032863505,0.0010435682843753212,0.005705048352138944,0.0008124662241496177
0,2006,Men,30-39,Non-western immigrants and descendants,No higher education,0.33,12775.0,0.0010189510514356677,0.002062131762185324,0.005552723709270807,0.03035599847346933,0.0013331851225932621
0,2006,Men,40-49,Danish,Higher education,0.321,91234.0,0.00707848346148724,0.014325286335854899,0.03745032154772576,0.007731349966169206,0.030031526519746634
0,2006,Men,40-49,Danish,No higher education,0.597,267076.0,0.03853786645197171,0.07799212567227476,0.2038933195566746,0.042092311737503656,0.050422549874073574
0,2006,Men,40-49,Immigrants and descendants,Higher education,0.349,7733.0,0.0006523068065664364,0.0013201248309377238,0.0034511770475409813,0.012821166097379058,0.0027675093495655666
0,2006,Men,40-49,Immigrants and descendants,No higher education,0.488,13408.0,0.001581474874091899,0.003200555673766671,0.008367151364643688,0.031084072457089648,0.0020691855324391777
0,2006,Men,40-49,Non-western immigrants and descendants,Higher education,0.45,4674.0,0.0005083697435769768,0.0010288280223932614,0.0026896453831782396,0.015145056416829282,0.0021568347964835174
0,2006,Men,40-49,Non-western immigrants and descendants,No higher education,0.482,9775.0,0.0011387864143727025,0.0023046520557728194,0.006025007704613433,0.033926064071084484,0.0014899764844581115
0,2006,Men,50-59,Danish,Higher education,0.699,84987.0,0.014358469433160362,0.029058369224673676,0.08249938964860702,0.015682787530732167,0.06091795762624092
0,2006,Men,50-59,Danish,No higher education,1.078,255022.0,0.06644692402829545,0.13447389091478285,0.38178377590174384,0.07257549256606904,0.0869384750443051
0,2006,Men,50-59,Immigrants and descendants,Higher education,0.774,5317.0,0.0009946862031985262,0.0020130250713546747,0.0057151637949830365,0.01955067293120567,0.004220105231962543
0,2006,Men,50-59,Immigrants and descendants,No higher education,1.044,8939.0,0.0022556302438545704,0.004564897168558453,0.012960163982462986,0.04433467460343853,0.002951243515516589
0,2006,Men,50-59,Non-western immigrants and descendants,Higher education,0.774,2314.0,0.0004328952180179405,0.0008760842608829637,0.0024872839987945734,0.012896563145805283,0.0018366228148883436
0,2006,Men,50-59,Non-western immigrants and descendants,No higher education,1.021,4966.0,0.0012254932694727024,0.0024801275701746015,0.007041310859810825,0.03650918438618345,0.0016034228458739013
0,2006,Men,60-65,Danish,Higher education,2.038,97158.0,0.047858735425126704,0.09685550476553843,0.1752889752117768,0.052272868125372726,0.20304785480409235
0,2006,Men,60-65,Danish,No higher education,2.753,408646.0,0.27191423046143387,0.550294315349754,0.9959219853949464,0.2969935704331266,0.3557697949884952
0,2006,Men,60-65,Immigrants and descendants,Higher education,1.762,4692.0,0.001998215763111736,0.004043947142511244,0.007318730640425139,0.039275163066457,0.008477729729618869
0,2006,Men,60-65,Immigrants and descendants,No higher education,2.458,9528.0,0.00566059521775207,0.011455793852858956,0.02073268183946835,0.11125965690722434,0.0074062648237093335
0,2006,Men,60-65,Non-western immigrants and descendants,Higher education,1.193,1291.0,0.0003722589594336269,0.0007533698727966875,0.001363447883294131,0.011090122914521484,0.001579364403868418
0,2006,Men,60-65,Non-western immigrants and descendants,Higher education,2.228,3979.0,0.002142730733226614,0.004336413507372705,0.007848035913311598,0.0638349906752018,0.00909085614025733
0,2006,Men,60-65,Non-western immigrants and descendants,No higher education,2.228,3979.0,0.002142730733226614,0.004336413507372705,0.007848035913311598,0.0638349906752018,0.002803526951796302
0,2006,Men,60-65,Non-western immigrants and descendants,No higher education,1.193,1291.0,0.0003722589594336269,0.0007533698727966875,0.001363447883294131,0.011090122914521484,0.0004870598109395971
0,2006,Women,18-29,Danish,Higher education,0.364,43953.0,0.003866948425595847,0.00764408034867065,0.021433708985097184,0.004223606898578104,0.016406108006837717
0,2006,Women,18-29,Danish,No higher education,0.414,268370.0,0.026854234710537658,0.05308473380991104,0.1488475636223333,0.02933106897126138,0.035135805733035985
0,2006,Women,18-29,Immigrants and descendants,Higher education,0.252,3652.0,0.0002224384103517644,0.0004397103075139825,0.0012329308875777697,0.004372052808353563,0.0009437282796286631
0,2006,Women,18-29,Immigrants and descendants,No higher education,0.439,27959.0,0.002966638492385089,0.00586437172297081,0.016443474055377823,0.05830962436519285,0.0038815194278348625
0,2006,Women,18-29,Non-western immigrants and descendants,Higher education,0.295,1983.0,0.00014139146790585164,0.00027949887672015664,0.000783704162178673,0.004212252568819891,0.0005998744845818049
0,2006,Women,18-29,Non-western immigrants and descendants,No higher education,0.471,23444.0,0.0026688925718752346,0.005275795541090255,0.014793128948764528,0.0795100988644628,0.0034919517140793456
0,2006,Women,30-39,Danish,Higher education,0.42,134792.0,0.013683332515578232,0.0270488461894965,0.07456664849016494,0.014945381020805608,0.05805358811049048
0,2006,Women,30-39,Danish,No higher education,0.595,199069.0,0.02862853164458446,0.05659211659176541,0.15600977711394032,0.03126901381716693,0.03745727767440272
0,2006,Women,30-39,Immigrants and descendants,Higher education,0.356,8008.0,0.0006890528534859207,0.001362101273878655,0.0037549596824117317,0.013543413920388414,0.002923409958581963
0,2006,Women,30-39,Immigrants and descendants,No higher education,0.562,17748.0,0.0024108167971570163,0.004765638243689137,0.01313762772943882,0.04738488434514506,0.0031542880128924374
0,2006,Women,30-39,Non-western immigrants and descendants,Higher education,0.374,4038.0,0.0003650197723514826,0.0007215613350928676,0.001989157321573927,0.010874457253540904,0.0015486510681628706
0,2006,Women,30-39,Non-western immigrants and descendants,No higher education,0.593,14286.0,0.0020475938301465456,0.004047628785395737,0.011158262010321092,0.06100072726225365,0.002679050801919192
0,2006,Women,40-49,Danish,Higher education,0.415,117631.0,0.01179908579008315,0.023324117597031596,0.0624257383960849,0.01288734543498112,0.05005938909677095
0,2006,Women,40-49,Danish,No higher education,0.631,237435.0,0.036212004902663374,0.0715829239485556,0.19158782172355718,0.03955193007123342,0.04737941643760413
0,2006,Women,40-49,Immigrants and descendants,Higher education,0.401,6789.0,0.0006580041828777552,0.0013007250912336393,0.0034813203085937456,0.012933148690955217,0.002791681322095739
0,2006,Women,40-49,Immigrants and descendants,No higher education,0.596,13370.0,0.0019259993672267443,0.0038072640992881913,0.010189936304266373,0.03785574141199162,0.002519957851648428
0,2006,Women,40-49,Non-western immigrants and descendants,Higher education,0.444,3291.0,0.00035317448903801304,0.0006981458954656953,0.0018685497040277544,0.010521569446344607,0.0014983956791522377
0,2006,Women,40-49,Non-western immigrants and descendants,No higher education,0.618,9583.0,0.001431424467345347,0.00282960164894232,0.007573275669150472,0.04264416714070725,0.001872861116627727
0,2006,Women,50-59,Danish,Higher education,0.663,102538.0,0.01643148610110402,0.032481322785046,0.09441031167500143,0.017947003790157734,0.0697130414006044
0,2006,Women,50-59,Danish,No higher education,0.938,235705.0,0.053437989066896306,0.10563478928111045,0.30703840005999355,0.05836671049842277,0.06991771774012985
0,2006,Women,50-59,Immigrants and descendants,Higher education,0.662,5385.0,0.0008616326951862585,0.0017032524947706092,0.0049506788857302765,0.016935490767089317,0.003655605791347025
0,2006,Women,50-59,Immigrants and descendants,No higher education,0.905,8814.0,0.0019279692304940636,0.0038111580723734317,0.011077523653720367,0.03789445930345801,0.0025225352005778323
0,2006,Women,50-59,Non-western immigrants and descendants,Higher education,0.579,1676.0,0.00023454763117295325,0.0004636474917557662,0.0013476392108066218,0.006987506930593258,0.000995103463056526
0,2006,Women,50-59,Non-western immigrants and descendants,No higher education,0.874,4414.0,0.0009324428745695002,0.0018432281658001184,0.005357532597208354,0.027778797065028768,0.0012199987097443396
0,2006,Women,60-65,Danish,Higher education,1.728,84810.0,0.035421689717289574,0.07002065000205449,0.12973664338722513,0.038688722109394245,0.15028182518286384
0,2006,Women,60-65,Danish,No higher education,2.46,493929.0,0.29368252523419014,0.5805437706464186,1.0756512563196645,0.3207696103109608,0.38425120898220333
0,2006,Women,60-65,Immigrants and descendants,Higher education,1.708,4856.0,0.002004679815040716,0.0039627975067105334,0.007342406089186612,0.03940221475840511,0.008505154438313376
0,2006,Women,60-65,Immigrants and descendants,No higher education,2.41,12427.0,0.007238720599186483,0.014309309510181188,0.026512775659542374,0.14227789469683655,0.009471067914251128
0,2006,Women,60-65,Non-western immigrants and descendants,Higher education,1.724,830.0,0.00034585481551807526,0.0006836765603842946,0.001266739199138817,0.010303505980111897,0.0014673408676766008
0,2006,Women,60-65,Non-western immigrants and descendants,No higher education,2.068,2193.0,0.0010961440712070525,0.0021668283183100827,0.00401477325340007,0.03265568812690366,0.0014341836792778615
0,2007,Men,18-29,Danish,Higher education,0.162,29491.0,0.0011412972045571222,0.0023083626496436384,0.006325197697926307,0.0012521368697403835,0.004742720942837686
0,2007,Men,18-29,Danish,No higher education,0.279,294603.0,0.019635212609079227,0.039713749603197034,0.1088205605843359,0.02154213079191752,0.025857644316692154
0,2007,Men,18-29,Immigrants and descendants,Higher education,0.098,2718.0,6.363114936397278e-05,0.00012869896461604693,0.0003526509991142815,0.0011977606403309577,0.0002644226092032299
0,2007,Men,18-29,Immigrants and descendants,No higher education,0.285,29309.0,0.0019954465568243953,0.004035946362385833,0.011058989645434577,0.037561278863232676,0.0026278069072435107
0,2007,Men,18-29,Non-western immigrants and descendants,Higher education,0.128,1596.0,4.8801941107909744e-05,9.870573382094801e-05,0.000270465856148197,0.001378768551701796,0.00020279904937945604
0,2007,Men,18-29,Non-western immigrants and descendants,No higher education,0.301,25142.0,0.0018078423568876054,0.0036565022295857257,0.01001926603196795,0.0510757591096533,0.0023807506226560934
0,2007,Men,30-39,Danish,Higher education,0.213,104915.0,0.005338403889286903,0.010797338412411272,0.02985740606637148,0.005856855084417264,0.02218401992570547
0,2007,Men,30-39,Danish,No higher education,0.392,230258.0,0.02156229755739462,0.043611429278236545,0.1205967714782739,0.02365636896342325,0.02839542570738357
0,2007,Men,30-39,Immigrants and descendants,Higher education,0.211,6658.0,0.00033559886700224056,0.0006787748947052835,0.0018769864280236328,0.00631714369224543,0.0013945988552050842
0,2007,Men,30-39,Immigrants and descendants,No higher education,0.32,16970.0,0.001297257112470596,0.0026238037326777692,0.007255489315308623,0.024418913146120467,0.0017083600605400727
0,2007,Men,30-39,Non-western immigrants and descendants,Higher education,0.265,3569.0,0.0002259366378384654,0.00045697447946940257,0.0012636514735708542,0.006383236483157519,0.0009388916574509949
0,2007,Men,30-39,Non-western immigrants and descendants,No higher education,0.344,13420.0,0.0011028214338866852,0.002230542401265517,0.006168021013983491,0.031157275236726126,0.0014523073902994316
0,2007,Men,40-49,Danish,Higher education,0.314,94128.0,0.007060618055676659,0.014280650945296998,0.0370732818471797,0.007746325983596955,0.029340772051597172
0,2007,Men,40-49,Danish,No higher education,0.586,270854.0,0.037916401162619864,0.0766888799019359,0.19908815571781038,0.04159873841275782,0.0499321720905987
0,2007,Men,40-49,Immigrants and descendants,Higher education,0.312,7961.0,0.0005933575294972866,0.0012001119020596067,0.0031155503319590036,0.011169062661600379,0.00246572862046852
0,2007,Men,40-49,Immigrants and descendants,No higher education,0.509,14168.0,0.0017227433031944336,0.0034843827533608067,0.00904563134927255,0.032428050453043145,0.0022686835365544823
0,2007,Men,40-49,Non-western immigrants and descendants,Higher education,0.396,4756.0,0.00044991582783154486,0.0009099898679352766,0.0023623790667016207,0.012711170503553422,0.0018696490367720198
0,2007,Men,40-49,Non-western immigrants and descendants,No higher education,0.462,10401.0,0.0011479191784739026,0.0023217561085913823,0.006027394614148616,0.03243139160541821,0.001511696685553718
0,2007,Men,50-59,Danish,Higher education,0.673,84083.0,0.013518157514590678,0.027341528371472322,0.07981362341325811,0.014831004025411015,0.056175419073164826
0,2007,Men,50-59,Danish,No higher education,1.086,249313.0,0.06467984786659925,0.13082003916572088,0.3818814076163611,0.07096137791242116,0.08517699980589678
0,2007,Men,50-59,Immigrants and descendants,Higher education,0.759,5512.0,0.0009994135300878176,0.002021391847094243,0.005900716502115656,0.018812455876070777,0.00415311582362296
0,2007,Men,50-59,Immigrants and descendants,No higher education,0.87,9081.0,0.00188732706602839,0.003817266255875945,0.011143117066290549,0.03552609213750928,0.00248542416902899
0,2007,Men,50-59,Non-western immigrants and descendants,Higher education,0.682,2514.0,0.00040958485335743875,0.0008284173251059229,0.002418262341325811,0.011571726497803156,0.001702051537610861
0,2007,Men,50-59,Non-western immigrants and descendants,No higher education,0.858,5170.0,0.0010596734927305204,0.002143272323518711,0.0062565021156558535,0.02993824535827816,0.00139548579444374
0,2007,Men,60-65,Danish,Higher education,1.938,104334.0,0.04830297393995265,0.09769653379021843,0.17193042490431978,0.05299402675028325,0.20072556490248594
0,2007,Men,60-65,Danish,No higher education,2.67,421991.0,0.2691588659798001,0.5443948084401984,0.9580486338625895,0.2952988393952999,0.3544557606660037
0,2007,Men,60-65,Immigrants and descendants,Higher education,1.704,5092.0,0.0020727753022350597,0.0041923497838058,0.007377871575515729,0.03901687613822875,0.008613527481232787
0,2007,Men,60-65,Immigrants and descendants,No higher education,2.368,10116.0,0.005722486259762454,0.011574174975974395,0.020368714675273986,0.1077171931560132,0.007535951723979549
0,2007,Men,60-65,Non-western immigrants and descendants,Higher education,1.728,1458.0,0.0006018600293402177,0.0012173088714271425,0.002142270799020112,0.017003948247585495,0.002501061208606412
0,2007,Men,60-65,Non-western immigrants and descendants,Higher education,2.232,4314.0,0.002300215739705781,0.004652365815370299,0.008187426927187807,0.06498645447366823,0.009558668257652317
0,2007,Men,60-65,Non-western immigrants and descendants,No higher education,2.232,4314.0,0.002300215739705781,0.004652365815370299,0.008187426927187807,0.06498645447366823,0.003029157953780782
0,2007,Men,60-65,Non-western immigrants and descendants,No higher education,1.728,1458.0,0.0006018600293402177,0.0012173088714271425,0.002142270799020112,0.017003948247585495,0.0007925904790008308
0,2007,Women,18-29,Danish,Higher education,0.361,44355.0,0.003825110849980041,0.007565765102561146,0.02119919530688358,0.004196595161172383,0.015895450601682445
0,2007,Women,18-29,Danish,No higher education,0.41,267933.0,0.026242445467256462,0.05190547043180954,0.14543858952310215,0.028791040046798447,0.03455872031549796
0,2007,Women,18-29,Immigrants and descendants,Higher education,0.24,4152.0,0.00023804706235907102,0.0004708381607222845,0.0013192836404221262,0.004480877757042966,0.0009892171675558053
0,2007,Women,18-29,Immigrants and descendants,No higher education,0.426,29258.0,0.002977477405380664,0.005889213549827159,0.016501515253819907,0.05604653191537198,0.003921044973748875
0,2007,Women,18-29,Non-western immigrants and descendants,Higher education,0.281,2310.0,0.00015506455588461046,0.0003067053613784944,0.0008593852398787798,0.004380935026017939,0.000644378969605159
0,2007,Women,18-29,Non-western immigrants and descendants,No higher education,0.462,24452.0,0.0026986751035519532,0.005337764766140174,0.014956361484352969,0.07624385996881897,0.0035538897562887714
0,2007,Women,30-39,Danish,Higher education,0.411,137549.0,0.013504966122105663,0.026711749124454967,0.07553254976257726,0.014816531520941754,0.05612060154346786
0,2007,Women,30-39,Danish,No higher education,0.597,188231.0,0.026844772044758998,0.053096824507322816,0.1501413674053449,0.029451862935266075,0.03535192519255386
0,2007,Women,30-39,Immigrants and descendants,Higher education,0.416,8726.0,0.0008671670732141395,0.0017151875168919238,0.004850018838833114,0.016323115318029543,0.0036035586722284983
0,2007,Women,30-39,Immigrants and descendants,No higher education,0.554,18667.0,0.002470464013561191,0.004886381376642179,0.01381717246484086,0.04650276772264317,0.0032533581902910013
0,2007,Women,30-39,Non-western immigrants and descendants,Higher education,0.488,4452.0,0.0005190022223745796,0.0010265451267154162,0.0029027515385047042,0.014663022130433903,0.00215674120606507
0,2007,Women,30-39,Non-western immigrants and descendants,No higher education,0.592,15039.0,0.002126840422611891,0.004206721237424376,0.011895304187030865,0.06008819777683289,0.0028008397088011183
