municipality code,year,gender,age,ethnicity,education,income,income observations,weighted_inc_mun
0,1987,Women,60-65,Danish,No higher education,157276.498,138809.0,10563.560418877712
0,1987,Women,60-65,Immigrants and descendants,Higher education,233865.907,752.0,85.09687664890863
0,1987,Women,60-65,Immigrants and descendants,No higher education,171645.182,3460.0,287.3667928213019
0,1987,Women,60-65,Non-western immigrants and descendants,Higher education,228748.751,100.0,11.068470099241775
0,1987,Women,60-65,Non-western immigrants and descendants,No higher education,168312.972,306.0,24.921138562034578
0,1988,Men,30-39,Danish,Higher education,205220.071,70578.0,6963.6697247845
0,1988,Men,30-39,Danish,No higher education,172148.961,250087.0,20698.768479301576
0,1988,Men,30-39,Immigrants and descendants,Higher education,183893.682,2542.0,224.7456729032218
0,1988,Men,30-39,Immigrants and descendants,No higher education,153873.714,5746.0,425.08819271508185
0,1988,Men,30-39,Non-western immigrants and descendants,Higher education,159931.408,793.0,60.97557889574752
0,1988,Men,30-39,Non-western immigrants and descendants,No higher education,136075.686,2678.0,175.2024154088986
0,1988,Men,40-49,Danish,Higher education,220179.99,67992.0,7197.549295907912
0,1988,Men,40-49,Danish,No higher education,187699.868,238577.0,21529.875803129027
0,1988,Men,40-49,Immigrants and descendants,Higher education,206256.995,3084.0,305.82433471910986
0,1988,Men,40-49,Immigrants and descendants,No higher education,168741.773,6843.0,555.159955325175
0,1988,Men,40-49,Non-western immigrants and descendants,Higher education,181226.295,822.0,71.62126930042727
0,1988,Men,40-49,Non-western immigrants and descendants,No higher education,141961.206,2883.0,196.77200309912638
0,1988,Men,50-59,Danish,Higher education,258278.97,33032.0,4101.785068441845
0,1988,Men,50-59,Danish,No higher education,199482.911,174651.0,16750.422194216564
0,1988,Men,50-59,Immigrants and descendants,Higher education,243231.221,1318.0,154.12877061320486
0,1988,Men,50-59,Immigrants and descendants,No higher education,174279.949,3857.0,323.1811687413249
0,1988,Men,50-59,Non-western immigrants and descendants,Higher education,232875.854,222.0,24.855724074865584
0,1988,Men,50-59,Non-western immigrants and descendants,No higher education,143997.544,1657.0,114.71668206357776
0,1988,Men,60-65,Danish,Higher education,250769.923,14865.0,1792.2118489875436
0,1988,Men,60-65,Danish,No higher education,176037.612,102990.0,8716.6480490937
0,1988,Men,60-65,Immigrants and descendants,Higher education,255339.382,604.0,74.1487314919029
0,1988,Men,60-65,Immigrants and descendants,No higher education,176432.415,1386.0,117.56839602181024
0,1988,Men,60-65,Non-western immigrants and descendants,Higher education,257832.985,98.0,12.148244844445106
0,1988,Men,60-65,Non-western immigrants and descendants,No higher education,144029.222,385.0,26.66001125512695
0,1988,Women,30-39,Danish,Higher education,191349.458,90751.0,8348.868868375594
0,1988,Women,30-39,Danish,No higher education,166721.681,238953.0,19153.738418538316
0,1988,Women,30-39,Immigrants and descendants,Higher education,156138.232,5619.0,421.8103905870407
0,1988,Women,30-39,Immigrants and descendants,No higher education,184156.13,2875.0,254.5499481716068
0,1988,Women,30-39,Non-western immigrants and descendants,Higher education,166064.483,597.0,47.66505220628855
0,1988,Women,30-39,Non-western immigrants and descendants,No higher education,142202.95,2148.0,146.8560582247285
0,1988,Women,40-49,Danish,Higher education,214953.279,63324.0,6544.272861295585
0,1988,Women,40-49,Danish,No higher education,191168.715,269102.0,24733.337889839182
0,1988,Women,40-49,Immigrants and descendants,Higher education,212655.582,3117.0,318.68569786066047
0,1988,Women,40-49,Immigrants and descendants,No higher education,185986.784,5765.0,515.5020309518395
0,1988,Women,40-49,Non-western immigrants and descendants,Higher education,191461.02,218736.0,20134.906552983954
0,1988,Women,40-49,Non-western immigrants and descendants,No higher education,163913.996,1278.0,100.71539860409501
0,1988,Women,50-59,Danish,Higher education,197980.612,5522.0,525.6153609472576
0,1988,Women,50-59,Danish,No higher education,250398.698,28755.0,3461.7398094417103
0,1988,Women,50-59,Immigrants and descendants,Higher education,180700.15,593.0,51.51837910306109
0,1988,Women,50-59,Immigrants and descendants,No higher education,251095.793,1481.0,178.79010483133897
0,1988,Women,50-59,Non-western immigrants and descendants,Higher education,194248.74,513.0,47.9098222593814
0,1988,Women,50-59,Non-western immigrants and descendants,No higher education,249694.274,185.0,22.20901491436536
0,1988,Women,60-65,Danish,Higher education,231744.687,11552.0,1287.1108479634759
0,1988,Women,60-65,Danish,No higher education,159470.552,136727.0,10482.95608543896
0,1988,Women,60-65,Immigrants and descendants,Higher education,239807.327,789.0,90.96795582326614
0,1988,Women,60-65,Immigrants and descendants,No higher education,173713.758,3449.0,288.0556474159603
0,1988,Women,60-65,Non-western immigrants and descendants,Higher education,225526.678,100.0,10.842936314058909
0,1988,Women,60-65,Non-western immigrants and descendants,No higher education,166747.818,320.0,25.65423815387071
0,1989,Men,30-39,Danish,Higher education,205235.281,69640.0,6820.670275149237
0,1989,Men,30-39,Danish,No higher education,171043.584,249731.0,20384.286603364097
0,1989,Men,30-39,Immigrants and descendants,Higher education,180181.465,2548.0,219.09164188079015
0,1989,Men,30-39,Immigrants and descendants,No higher education,149715.435,5846.0,417.6780572145488
0,1989,Men,30-39,Non-western immigrants and descendants,Higher education,157530.311,864.0,64.9522418499619
0,1989,Men,30-39,Non-western immigrants and descendants,No higher education,133032.544,2903.0,184.2982471480295
0,1989,Men,40-49,Danish,Higher education,220686.862,70889.0,7465.718353121789
0,1989,Men,40-49,Danish,No higher education,187344.899,243218.0,21744.72192541092
0,1989,Men,40-49,Immigrants and descendants,Higher education,205633.387,3155.0,309.60592626943406
0,1989,Men,40-49,Immigrants and descendants,No higher education,167065.008,6912.0,551.0683873039173
0,1989,Men,40-49,Non-western immigrants and descendants,Higher education,178751.354,868.0,74.04322695934728
0,1989,Men,40-49,Non-western immigrants and descendants,No higher education,140102.86,2928.0,195.76468318252466
0,1989,Men,50-59,Danish,Higher education,261773.138,34730.0,4338.56526627538
0,1989,Men,50-59,Danish,No higher education,200992.664,176804.0,16958.54410794276
0,1989,Men,50-59,Immigrants and descendants,Higher education,244066.923,1487.0,173.19532579918405
0,1989,Men,50-59,Immigrants and descendants,No higher education,174241.889,4083.0,339.5066014852914
0,1989,Men,50-59,Non-western immigrants and descendants,Higher education,226703.863,270.0,29.210497737750906
0,1989,Men,50-59,Non-western immigrants and descendants,No higher education,142971.946,1739.0,118.64971054092115
0,1989,Men,60-65,Danish,Higher education,254275.494,15249.0,1850.3851898471044
0,1989,Men,60-65,Danish,No higher education,180037.525,101543.0,8724.27399774801
0,1989,Men,60-65,Immigrants and descendants,Higher education,251463.753,625.0,75.00179940786865
0,1989,Men,60-65,Immigrants and descendants,No higher education,174715.458,1409.0,117.47855519663506
0,1989,Men,60-65,Non-western immigrants and descendants,Higher education,259970.422,109.0,13.522802639584897
0,1989,Men,60-65,Non-western immigrants and descendants,No higher education,138740.77,433.0,28.668717783649672
0,1989,Women,30-39,Danish,Higher education,191201.241,91015.0,8304.62359220389
0,1989,Women,30-39,Danish,No higher education,166217.73,237191.0,18814.4629306732
0,1989,Women,30-39,Immigrants and descendants,Higher education,153268.118,5674.0,415.0089175382644
0,1989,Women,30-39,Immigrants and descendants,No higher education,180708.32,2854.0,246.1208406470877
0,1989,Women,30-39,Non-western immigrants and descendants,Higher education,163180.816,621.0,48.35896232702658
0,1989,Women,30-39,Non-western immigrants and descendants,No higher education,139407.653,2322.0,154.47745422936308
0,1989,Women,40-49,Danish,Higher education,215854.726,67983.0,7002.903790422341
0,1989,Women,40-49,Danish,No higher education,192399.556,270887.0,24871.873582328833
0,1989,Women,40-49,Immigrants and descendants,Higher education,214327.545,3276.0,335.07201326091723
0,1989,Women,40-49,Immigrants and descendants,No higher education,183798.966,5959.0,522.6761962499302
0,1989,Women,40-49,Non-western immigrants and descendants,Higher education,194970.924,219003.0,20376.80955769678
0,1989,Women,40-49,Non-western immigrants and descendants,No higher education,158884.857,1436.0,108.88128055181602
0,1989,Women,50-59,Danish,Higher education,200526.628,5404.0,517.1346806351381
0,1989,Women,50-59,Danish,No higher education,254577.127,30499.0,3705.2818882027564
0,1989,Women,50-59,Immigrants and descendants,Higher education,179142.583,623.0,53.26024392919812
0,1989,Women,50-59,Immigrants and descendants,No higher education,249655.644,1597.0,190.26660870129578
0,1989,Women,50-59,Non-western immigrants and descendants,Higher education,196306.25,571.0,53.49171323910834
0,1989,Women,50-59,Non-western immigrants and descendants,No higher education,244268.533,207.0,24.12982333459478
0,1989,Women,60-65,Danish,Higher education,237461.415,11855.0,1343.4171318303531
0,1989,Women,60-65,Danish,No higher education,165032.589,133914.0,10546.587691964756
0,1989,Women,60-65,Immigrants and descendants,Higher education,244130.405,787.0,91.68807960320328
0,1989,Women,60-65,Immigrants and descendants,No higher education,178679.929,3416.0,291.2794902287351
0,1989,Women,60-65,Non-western immigrants and descendants,Higher education,242140.111,99.0,11.439794008630955
0,1989,Women,60-65,Non-western immigrants and descendants,No higher education,173808.114,305.0,25.297998297288306
0,1990,Men,30-39,Danish,Higher education,207861.177,69359.0,6819.041882111857
0,1990,Men,30-39,Danish,No higher education,172030.108,250458.0,20379.171448683283
0,1990,Men,30-39,Immigrants and descendants,Higher education,178746.662,2631.0,222.43644277712062
0,1990,Men,30-39,Immigrants and descendants,No higher education,148177.599,6082.0,426.2615128597463
0,1990,Men,30-39,Non-western immigrants and descendants,Higher education,153139.247,991.0,71.78063807394928
0,1990,Men,30-39,Non-western immigrants and descendants,No higher education,131405.25,3281.0,203.9229475890311
0,1990,Men,40-49,Danish,Higher education,224237.343,73951.0,7843.305705753812
0,1990,Men,40-49,Danish,No higher education,188739.763,247484.0,22093.15222413613
0,1990,Men,40-49,Immigrants and descendants,Higher education,207746.581,3268.0,321.116843180482
0,1990,Men,40-49,Immigrants and descendants,No higher education,166769.332,6968.0,549.6313345671929
0,1990,Men,40-49,Non-western immigrants and descendants,Higher education,177200.18,924.0,77.44319870137302
0,1990,Men,40-49,Non-western immigrants and descendants,No higher education,137705.011,2933.0,191.03324811551045
0,1990,Men,50-59,Danish,Higher education,266648.47,36606.0,4616.773029661347
0,1990,Men,50-59,Danish,No higher education,204234.117,179031.0,17294.327635897745
0,1990,Men,50-59,Immigrants and descendants,Higher education,244220.327,1585.0,183.08730319458638
0,1990,Men,50-59,Immigrants and descendants,No higher education,175669.471,4358.0,362.1017903977471
0,1990,Men,50-59,Non-western immigrants and descendants,Higher education,222305.925,309.0,32.49052059304722
0,1990,Men,50-59,Non-western immigrants and descendants,No higher education,141942.964,1860.0,124.87455878325615
0,1990,Men,60-65,Danish,Higher education,259863.649,15522.0,1907.8330343807895
0,1990,Men,60-65,Danish,No higher education,182954.835,100234.0,8673.734130244868
0,1990,Men,60-65,Immigrants and descendants,Higher education,256053.638,643.0,77.87338918368978
0,1990,Men,60-65,Immigrants and descendants,No higher education,172486.764,1474.0,120.25424356539699
0,1990,Men,60-65,Non-western immigrants and descendants,Higher education,260274.455,112.0,13.78785543504429
0,1990,Men,60-65,Non-western immigrants and descendants,No higher education,133574.771,493.0,31.14716405571193
0,1990,Women,30-39,Danish,Higher education,193194.212,91048.0,8319.776776815042
0,1990,Women,30-39,Danish,No higher education,167286.97,236708.0,18729.328363884208
0,1990,Women,30-39,Immigrants and descendants,Higher education,151725.991,5755.0,413.0022936000904
0,1990,Women,30-39,Immigrants and descendants,No higher education,181422.18,2861.0,245.5022019711167
0,1990,Women,30-39,Non-western immigrants and descendants,Higher education,164025.222,673.0,52.21230318796462
0,1990,Women,30-39,Non-western immigrants and descendants,No higher education,136611.864,2559.0,165.35063069018412
0,1990,Women,40-49,Danish,Higher education,218005.143,73059.0,7533.340810798526
0,1990,Women,40-49,Danish,No higher education,194575.478,271526.0,24988.873619619033
0,1990,Women,40-49,Immigrants and descendants,Higher education,210742.725,3449.0,343.7897613579014
0,1990,Women,40-49,Immigrants and descendants,No higher education,183885.966,6083.0,529.0705098151434
0,1990,Women,40-49,Non-western immigrants and descendants,Higher education,199126.267,219374.0,20661.452969875125
0,1990,Women,40-49,Non-western immigrants and descendants,No higher education,158570.225,1614.0,121.05209934288227
0,1990,Women,50-59,Danish,Higher education,202884.367,5400.0,518.1905597916597
0,1990,Women,50-59,Danish,No higher education,259452.65,32392.0,3975.05395043971
0,1990,Women,50-59,Immigrants and descendants,Higher education,176146.924,667.0,55.57097931401127
0,1990,Women,50-59,Immigrants and descendants,No higher education,258842.404,1718.0,210.33218669465475
0,1990,Women,50-59,Non-western immigrants and descendants,Higher education,182929.944,636.0,55.028676774981754
0,1990,Women,50-59,Non-western immigrants and descendants,No higher education,245768.217,226.0,26.271284689057453
0,1990,Women,60-65,Danish,Higher education,242129.4,12236.0,1401.3097602771313
0,1990,Women,60-65,Danish,No higher education,168684.398,131175.0,10465.817110815127
0,1990,Women,60-65,Immigrants and descendants,Higher education,242386.87,778.0,89.19404098791382
0,1990,Women,60-65,Immigrants and descendants,No higher education,182630.202,3330.0,287.6497399577057
0,1990,Women,60-65,Non-western immigrants and descendants,Higher education,240083.865,103.0,11.696269093803757
0,1990,Women,60-65,Non-western immigrants and descendants,No higher education,178747.864,306.0,25.87077506783784
0,1991,Men,30-39,Danish,Higher education,211059.448,68761.0,6831.315634128856
0,1991,Men,30-39,Danish,No higher education,174799.601,250044.0,20573.787255243406
0,1991,Men,30-39,Immigrants and descendants,Higher education,175508.322,2744.0,226.69356433228472
0,1991,Men,30-39,Immigrants and descendants,No higher education,145916.195,6300.0,432.7144673091289
0,1991,Men,30-39,Non-western immigrants and descendants,Higher education,146921.904,1170.0,80.91513806755785
0,1991,Men,30-39,Non-western immigrants and descendants,No higher education,129635.995,3643.0,222.30137377255366
0,1991,Men,40-49,Danish,Higher education,228246.726,76304.0,8198.024873815153
0,1991,Men,40-49,Danish,No higher education,191718.315,248701.0,22443.909290918367
0,1991,Men,40-49,Immigrants and descendants,Higher education,208380.823,3339.0,327.5152584372004
0,1991,Men,40-49,Immigrants and descendants,No higher education,168364.687,6910.0,547.6289826169925
0,1991,Men,40-49,Non-western immigrants and descendants,Higher education,178727.774,963.0,81.01691528790532
0,1991,Men,40-49,Non-western immigrants and descendants,No higher education,137843.766,2976.0,193.09784484221893
0,1991,Men,50-59,Danish,Higher education,274003.703,38473.0,4962.149613481915
0,1991,Men,50-59,Danish,No higher education,208388.392,180752.0,17730.215116793155
0,1991,Men,50-59,Immigrants and descendants,Higher education,248412.29,1714.0,200.42009604454088
0,1991,Men,50-59,Immigrants and descendants,No higher education,177976.355,4648.0,389.39089951144564
0,1991,Men,50-59,Non-western immigrants and descendants,Higher education,214907.779,356.0,36.013016814384656
0,1991,Men,50-59,Non-western immigrants and descendants,No higher education,142164.77,1960.0,131.16121408508914
0,1991,Men,60-65,Danish,Higher education,268074.385,15829.0,1997.405159388561
0,1991,Men,60-65,Danish,No higher education,187281.465,98592.0,8691.482188538954
0,1991,Men,60-65,Immigrants and descendants,Higher education,268121.01,670.0,84.55961935219361
0,1991,Men,60-65,Immigrants and descendants,No higher education,170916.955,1555.0,125.10449387388904
0,1991,Men,60-65,Non-western immigrants and descendants,Higher education,257711.637,115.0,13.950482861057854
0,1991,Men,60-65,Non-western immigrants and descendants,No higher education,130012.086,564.0,34.515979339409
0,1991,Women,30-39,Danish,Higher education,197120.412,90999.0,8443.559885723755
0,1991,Women,30-39,Danish,No higher education,170744.475,236853.0,19036.31661238939
0,1991,Women,30-39,Immigrants and descendants,Higher education,151392.545,5927.0,422.3736210848929
0,1991,Women,30-39,Immigrants and descendants,No higher education,180295.708,2931.0,248.74741525989785
0,1991,Women,30-39,Non-western immigrants and descendants,Higher education,160399.129,776.0,58.58967606102527
0,1991,Women,30-39,Non-western immigrants and descendants,No higher education,137276.868,2818.0,182.09403554363496
0,1991,Women,40-49,Danish,Higher education,222220.905,77934.0,8152.095318826547
0,1991,Women,40-49,Danish,No higher education,198875.518,268915.0,25174.086577991944
0,1991,Women,40-49,Immigrants and descendants,Higher education,213457.252,3548.0,356.4937294249613
0,1991,Women,40-49,Immigrants and descendants,No higher education,182845.369,6182.0,532.0719153307404
0,1991,Women,40-49,Non-western immigrants and descendants,Higher education,204408.85,220179.0,21185.21909355964
0,1991,Women,40-49,Non-western immigrants and descendants,No higher education,154737.998,1770.0,128.9221709059979
0,1991,Women,50-59,Danish,Higher education,205426.647,5387.0,520.9081148735826
0,1991,Women,50-59,Danish,No higher education,265991.272,34263.0,4289.929375223766
0,1991,Women,50-59,Immigrants and descendants,Higher education,176358.355,729.0,60.51749423492691
0,1991,Women,50-59,Immigrants and descendants,No higher education,260971.036,1840.0,226.03073775519186
0,1991,Women,50-59,Non-western immigrants and descendants,Higher education,184306.85,679.0,58.907232642528754
0,1991,Women,50-59,Non-western immigrants and descendants,No higher education,241724.321,256.0,29.128470718041676
0,1991,Women,60-65,Danish,Higher education,248795.804,12588.0,1474.2025421169246
0,1991,Women,60-65,Danish,No higher education,172814.735,128334.0,10439.504131454492
0,1991,Women,60-65,Immigrants and descendants,Higher education,249288.017,768.0,90.11975303316511
0,1991,Women,60-65,Immigrants and descendants,No higher education,185260.282,3263.0,284.54880396962767
0,1991,Women,60-65,Non-western immigrants and descendants,Higher education,260035.777,95.0,11.62824248704712
0,1991,Women,60-65,Non-western immigrants and descendants,No higher education,174028.056,314.0,25.722091978510957
0,1992,Men,30-39,Danish,Higher education,214664.348,68811.0,6886.744667883204
0,1992,Men,30-39,Danish,No higher education,176709.486,250991.0,20678.27006058416
0,1992,Men,30-39,Immigrants and descendants,Higher education,171051.635,3026.0,241.31945947193415
0,1992,Men,30-39,Immigrants and descendants,No higher education,145363.388,6717.0,455.22549340477156
0,1992,Men,30-39,Non-western immigrants and descendants,Higher education,144123.316,1441.0,96.82654090197884
0,1992,Men,30-39,Non-western immigrants and descendants,No higher education,129703.312,4092.0,247.4473923550178
0,1992,Men,40-49,Danish,Higher education,231002.403,77751.0,8373.724563031381
0,1992,Men,40-49,Danish,No higher education,192910.899,249679.0,22456.132989672635
0,1992,Men,40-49,Immigrants and descendants,Higher education,207511.752,3430.0,331.8432648851873
0,1992,Men,40-49,Immigrants and descendants,No higher education,167868.415,6932.0,542.5299702827753
0,1992,Men,40-49,Non-western immigrants and descendants,Higher education,174094.394,1023.0,83.03412448505374
0,1992,Men,40-49,Non-western immigrants and descendants,No higher education,139184.532,3050.0,197.91877910413803
0,1992,Men,50-59,Danish,Higher education,276765.548,41300.0,5329.153992663472
0,1992,Men,50-59,Danish,No higher education,210727.306,185936.0,18267.55776462317
0,1992,Men,50-59,Immigrants and descendants,Higher education,251280.807,1902.0,222.82608053116158
0,1992,Men,50-59,Immigrants and descendants,No higher education,180997.195,4951.0,417.7928095155729
0,1992,Men,50-59,Non-western immigrants and descendants,Higher education,206306.366,441.0,42.41772860723471
0,1992,Men,50-59,Non-western immigrants and descendants,No higher education,142270.963,2043.0,135.51295893344349
0,1992,Men,60-65,Danish,Higher education,272097.252,15998.0,2029.485901100479
0,1992,Men,60-65,Danish,No higher education,188390.201,97590.0,8571.55898201954
0,1992,Men,60-65,Immigrants and descendants,Higher education,268416.503,679.0,84.97187052400038
0,1992,Men,60-65,Immigrants and descendants,No higher education,168388.298,1623.0,127.41677762247282
0,1992,Men,60-65,Non-western immigrants and descendants,Higher education,270428.49,121.0,15.255765481956134
0,1992,Men,60-65,Non-western immigrants and descendants,No higher education,130624.983,652.0,39.70727037732577
0,1992,Women,30-39,Danish,Higher education,199648.195,90981.0,8468.612954963999
0,1992,Women,30-39,Danish,No higher education,172410.769,237828.0,19117.168280304202
0,1992,Women,30-39,Immigrants and descendants,Higher education,149978.382,6151.0,430.101127931394
0,1992,Women,30-39,Immigrants and descendants,No higher education,180571.357,3029.0,255.0024338626238
0,1992,Women,30-39,Non-western immigrants and descendants,Higher education,155936.369,902.0,65.57678869253536
0,1992,Women,30-39,Non-western immigrants and descendants,No higher education,135327.766,3125.0,197.16649886427427
0,1992,Women,40-49,Danish,Higher education,224349.629,82421.0,8621.035343547248
0,1992,Women,40-49,Danish,No higher education,200936.063,264936.0,24819.615786666316
0,1992,Women,40-49,Immigrants and descendants,Higher education,214707.305,3758.0,376.1835382193163
0,1992,Women,40-49,Immigrants and descendants,No higher education,182591.586,6330.0,538.8658497988703
0,1992,Women,40-49,Non-western immigrants and descendants,Higher education,207649.796,223365.0,21624.3380451064
0,1992,Women,40-49,Non-western immigrants and descendants,No higher education,153778.258,1992.0,142.8171826243284
0,1992,Women,50-59,Danish,Higher education,205323.623,5402.0,517.1180406241083
0,1992,Women,50-59,Danish,No higher education,269329.399,36956.0,4640.501430121162
0,1992,Women,50-59,Immigrants and descendants,Higher education,171903.25,828.0,66.36064747557444
0,1992,Women,50-59,Immigrants and descendants,No higher education,260240.996,2003.0,243.0260634085573
0,1992,Women,50-59,Non-western immigrants and descendants,Higher education,185830.96,758.0,65.67248750048952
0,1992,Women,50-59,Non-western immigrants and descendants,No higher education,232724.644,278.0,30.163613058794787
0,1992,Women,60-65,Danish,Higher education,252020.693,13198.0,1550.745451135819
0,1992,Women,60-65,Danish,No higher education,174236.616,126106.0,10244.042427141048
0,1992,Women,60-65,Immigrants and descendants,Higher education,247256.831,751.0,86.57339048685151
0,1992,Women,60-65,Immigrants and descendants,No higher education,186879.726,3196.0,278.46149455914633
0,1992,Women,60-65,Non-western immigrants and descendants,Higher education,254894.741,98.0,11.646170430661986
0,1992,Women,60-65,Non-western immigrants and descendants,No higher education,177455.418,313.0,25.895827389266742
0,1993,Men,30-39,Danish,Higher education,218292.41,69462.0,6968.998003670403
0,1993,Men,30-39,Danish,No higher education,178378.14,253194.0,20757.71103053935
0,1993,Men,30-39,Immigrants and descendants,Higher education,167156.188,3352.0,257.51995588530656
0,1993,Men,30-39,Immigrants and descendants,No higher education,143643.149,7206.0,475.7333482677271
0,1993,Men,30-39,Non-western immigrants and descendants,Higher education,140782.039,1723.0,111.48513119047257
0,1993,Men,30-39,Non-western immigrants and descendants,No higher education,128179.074,4613.0,271.75966921425527
0,1993,Men,40-49,Danish,Higher education,235786.703,78731.0,8531.973507419169
0,1993,Men,40-49,Danish,No higher education,194851.051,251042.0,22481.92836562378
0,1993,Men,40-49,Immigrants and descendants,Higher education,208025.654,3485.0,333.1993145410181
0,1993,Men,40-49,Immigrants and descendants,No higher education,168080.594,6916.0,534.2653141898802
0,1993,Men,40-49,Non-western immigrants and descendants,Higher education,171360.682,1072.0,84.42875558086446
0,1993,Men,40-49,Non-western immigrants and descendants,No higher education,139057.298,3147.0,201.12911848562104
0,1993,Men,50-59,Danish,Higher education,285929.372,44914.0,5902.349551406551
0,1993,Men,50-59,Danish,No higher education,215268.925,192475.0,19043.207130203242
0,1993,Men,50-59,Immigrants and descendants,Higher education,244905.945,2121.0,238.73957529082634
0,1993,Men,50-59,Immigrants and descendants,No higher education,185307.833,5218.0,444.4084141635449
0,1993,Men,50-59,Non-western immigrants and descendants,Higher education,201240.67,541.0,50.03771169735217
0,1993,Men,50-59,Non-western immigrants and descendants,No higher education,144101.018,2110.0,139.74424286796983
0,1993,Men,60-65,Danish,Higher education,277287.351,16342.0,2082.6662815372674
0,1993,Men,60-65,Danish,No higher education,192827.944,97408.0,8632.747093415106
0,1993,Men,60-65,Immigrants and descendants,Higher education,270710.882,691.0,85.97420765857625
0,1993,Men,60-65,Immigrants and descendants,No higher education,169092.961,1781.0,138.41203996032692
0,1993,Men,60-65,Non-western immigrants and descendants,Higher education,265845.969,118.0,14.417717365196804
0,1993,Men,60-65,Non-western immigrants and descendants,No higher education,129196.977,777.0,46.13789662342246
0,1993,Women,30-39,Danish,Higher education,203257.73,91119.0,8512.172905050735
0,1993,Women,30-39,Danish,No higher education,174234.372,240762.0,19279.963062246556
0,1993,Women,30-39,Immigrants and descendants,Higher education,147744.77,6570.0,446.1304913679351
0,1993,Women,30-39,Immigrants and descendants,No higher education,180242.55,3153.0,261.19551451132764
0,1993,Women,30-39,Non-western immigrants and descendants,Higher education,154448.358,1012.0,71.83700685959951
0,1993,Women,30-39,Non-western immigrants and descendants,No higher education,132744.213,3585.0,218.72034279383556
