municipality code,year,gender,age,ethnicity,education,number of hospitalizations,number of hospitalizations observations,weighted_hospitalizations_mun,weighted_hosp_gen_mun,weighted_hosp_age_mun,weighted_hosp_eth_mun,weighted_hosp_edu_mun
0,2005,Men,40-49,Non-western immigrants and descendants,No higher education,0.127,9132.0,0.00028294221217518763,0.000572736821779885,0.0015113294586775784,0.009096259578506497,0.0003670039359688312
0,2005,Men,50-59,Danish,Higher education,0.14,86139.0,0.0029420901925203647,0.0059554329956626115,0.01648669931343357,0.003199871150330894,0.012844831534514841
0,2005,Men,50-59,Danish,No higher education,0.199,260750.0,0.012659178232046655,0.025624941047956224,0.07093870391788545,0.013768353979971518,0.016420201855265965
0,2005,Men,50-59,Immigrants and descendants,Higher education,0.146,5125.0,0.00018254706152293404,0.0003695151141928866,0.0010229457008254655,0.003691215572909215,0.0007969797317376341
0,2005,Men,50-59,Immigrants and descendants,No higher education,0.197,8847.0,0.00042519717888245826,0.000860691937730839,0.0023826931121883996,0.00859775246533242,0.0005515226484342515
0,2005,Men,50-59,Non-western immigrants and descendants,Higher education,0.158,2134.0,8.225827975651283e-05,0.00016650872045792715,0.0004609537558820232,0.0026445070157412997,0.00035913030418902985
0,2005,Men,50-59,Non-western immigrants and descendants,No higher education,0.203,4749.0,0.00023519404880721688,0.00047608411265260246,0.0013179655650433515,0.007561212244801921,0.00030506986202274246
0,2005,Men,60-65,Danish,Higher education,0.335,89303.0,0.007298590148728587,0.014773940208923576,0.027858123938436785,0.007938080251373604,0.031864815408523345
0,2005,Men,60-65,Danish,No higher education,0.421,393417.0,0.040407626307562707,0.08179385920943272,0.15423261736791918,0.04394807406096425,0.05241267389558386
0,2005,Men,60-65,Immigrants and descendants,Higher education,0.293,4343.0,0.00031044564415753034,0.0006284097738661331,0.0011849457299085192,0.006277404778231077,0.001355370413172613
0,2005,Men,60-65,Immigrants and descendants,No higher education,0.401,8975.0,0.0008780251396518565,0.0017773146115634404,0.003351350420155547,0.017754216594067417,0.0011388851442650613
0,2005,Men,60-65,Non-western immigrants and descendants,Higher education,0.268,1170.0,7.649777027882554e-05,0.00015484819138833483,0.00029198575642897586,0.002459313406379658,0.0003339805742514569
0,2005,Men,60-65,Non-western immigrants and descendants,No higher education,0.381,3684.0,0.00034243071933422837,0.0006931545504064049,0.0013070301558449299,0.011008745166628758,0.000444166392939939
0,2005,Women,18-29,Danish,Higher education,0.112,43149.0,0.0011790083443463354,0.002330138206897616,0.006455263723830986,0.0012823110578541914,0.005147416486216751
0,2005,Women,18-29,Danish,No higher education,0.129,272456.0,0.008574606672988622,0.0169464607385178,0.04694737545131658,0.009325899181502112,0.01112210996789328
0,2005,Women,18-29,Immigrants and descendants,Higher education,0.096,3207.0,7.511009545631643e-05,0.00014844415986175452,0.00041124007036731793,0.0015187730315572416,0.0003279221436278368
0,2005,Women,18-29,Immigrants and descendants,No higher education,0.15,27150.0,0.0009935488246604063,0.0019636044883490386,0.005439842488342241,0.02009017764206185,0.0012887307497327606
0,2005,Women,18-29,Non-western immigrants and descendants,Higher education,0.109,1713.0,4.555247535767148e-05,9.002783038700246e-05,0.00024940726087066865,0.0014644585447729,0.00019887693226977056
0,2005,Women,18-29,Non-western immigrants and descendants,No higher education,0.159,22754.0,0.0008826387680921642,0.0017444069215310379,0.004832591769374723,0.028375799025874716,0.0011448694750712481
0,2005,Women,30-39,Danish,Higher education,0.13,132068.0,0.004188601793194002,0.008278161150091225,0.022080234989698626,0.004555599985459305,0.01828695956892264
0,2005,Women,30-39,Danish,No higher education,0.162,211973.0,0.008377678342928897,0.01655726058731181,0.044162972660841654,0.009111716324823223,0.010866674514554352
0,2005,Women,30-39,Immigrants and descendants,Higher education,0.134,7469.0,0.00024417172915066157,0.0004825698459781909,0.0012871524732305684,0.004937304832988837,0.0010660260295231332
0,2005,Women,30-39,Immigrants and descendants,No higher education,0.167,17248.0,0.0007027216528748998,0.0013888269578667613,0.0037044006553784503,0.014209470625669057,0.0009114992440079163
0,2005,Women,30-39,Non-western immigrants and descendants,Higher education,0.142,3726.0,0.00012908010674947173,0.0002551080235603609,0.0006804464186962907,0.00414977372371548,0.0005635490814895133
0,2005,Women,30-39,Non-western immigrants and descendants,No higher education,0.175,13781.0,0.0005883650980264912,0.0011628178893650506,0.0031015695130702727,0.018915246394089362,0.0007631675213902407
0,2005,Women,40-49,Danish,Higher education,0.109,114013.0,0.003031858945098773,0.005992027452372044,0.016194606322812687,0.003297505288912746,0.0132367517097918
0,2005,Women,40-49,Danish,No higher education,0.149,235226.0,0.008550661475409636,0.016899136544403257,0.04567316583700383,0.009299855946282212,0.011091050686595237
0,2005,Women,40-49,Immigrants and descendants,Higher education,0.118,6551.0,0.00018858959492727757,0.0003727198562000239,0.001007347077067424,0.0038133993715190593,0.0008233607460987136
0,2005,Women,40-49,Immigrants and descendants,No higher education,0.16,12768.0,0.0004983919024977903,0.0009849989778166937,0.0026621491308087258,0.010077795482238262,0.0006464634190335326
0,2005,Women,40-49,Non-western immigrants and descendants,Higher education,0.127,3098.0,9.598718498891056e-05,0.0001897046854568388,0.0005127133884125206,0.003085875183334771,0.0004190691447153294
0,2005,Women,40-49,Non-western immigrants and descendants,No higher education,0.171,8924.0,0.00037229207627429805,0.0007357810444784744,0.001988589746931116,0.01196875269609958,0.0004828995160258297
0,2005,Women,50-59,Danish,Higher education,0.135,100036.0,0.0032947176869744226,0.0065115294562370545,0.018462731008686666,0.0035833952683833005,0.014384363113871442
0,2005,Women,50-59,Danish,No higher education,0.184,244355.0,0.010969003472358605,0.021678637140355412,0.061467409284915495,0.011930088971545608,0.014227878608366988
0,2005,Women,50-59,Immigrants and descendants,Higher education,0.141,5227.0,0.00017980415926740137,0.0003553567226874549,0.0010075751983003995,0.0036357523765360535,0.0007850045321065933
0,2005,Women,50-59,Immigrants and descendants,No higher education,0.178,8519.0,0.0003699446418259537,0.0007311416823208575,0.0020730724326216117,0.007480511664389205,0.00047985466218324437
0,2005,Women,50-59,Non-western immigrants and descendants,Higher education,0.156,1549.0,5.895275928452774e-05,0.00011651153909947579,0.00033035575132678757,0.0018952619236229302,0.0002573810495102023
0,2005,Women,50-59,Non-western immigrants and descendants,No higher education,0.181,4036.0,0.00017822058028130666,0.0003522270095545209,0.0009987012383350694,0.005729582192801512,0.00023116965804095203
0,2005,Women,60-65,Danish,Higher education,0.258,76605.0,0.004821752827497236,0.009529491917037287,0.018404237685866683,0.005244226640624316,0.021051225053442642
0,2005,Women,60-65,Danish,No higher education,0.348,477136.0,0.04050881605330935,0.08005977265100347,0.1546188503829077,0.04405812988078487,0.05254392696907616
0,2005,Women,60-65,Immigrants and descendants,Higher education,0.26,4467.0,0.0002833462187690827,0.0005599925168467381,0.001081509431151107,0.005729437475026022,0.0012370574006478092
0,2005,Women,60-65,Immigrants and descendants,No higher education,0.353,12040.0,0.0010368819473703342,0.0020492460915953387,0.003957693912214309,0.02096640044200857,0.0013449380807990668
0,2005,Women,60-65,Non-western immigrants and descendants,Higher education,0.279,739.0,5.030101662794531e-05,9.941263032837157e-05,0.000191994882147859,0.0016171185656358089,0.00021960852398182046
0,2005,Women,60-65,Non-western immigrants and descendants,No higher education,0.306,2009.0,0.00014997866523149995,0.00029641097940589936,0.0005724563455406895,0.00482163781676719,0.00019453711069888604
0,2006,Men,18-29,Danish,Higher education,0.047,29811.0,0.0003390833124196983,0.000687126887172986,0.0018770758645081428,0.00036988607879314745,0.0014426657742998353
0,2006,Men,18-29,Danish,No higher education,0.079,293386.0,0.005609168569867957,0.011366559184344035,0.03105087911086818,0.00611871269273851,0.007332624246529361
0,2006,Men,18-29,Immigrants and descendants,Higher education,0.039,2260.0,2.1330697690965284e-05,4.322505817531797e-05,0.00011808112148931723,0.00041872330722053045,9.075370675453047e-05
0,2006,Men,18-29,Immigrants and descendants,No higher education,0.084,26998.0,0.0005488363830939096,0.0011121757446318097,0.003038213590984358,0.010773702238036647,0.00071747014195129
0,2006,Men,18-29,Non-western immigrants and descendants,Higher education,0.049,1326.0,1.572431077572928e-05,3.1864135805345016e-05,8.704564088548784e-05,0.00048630685517974363,6.69007413509061e-05
0,2006,Men,18-29,Non-western immigrants and descendants,No higher education,0.088,23294.0,0.0004960880410389652,0.0010052851877916428,0.0027462126692710423,0.015342549417320947,0.0006485145084917995
0,2006,Men,30-39,Danish,Higher education,0.059,104231.0,0.001488267269237499,0.0030158619387522403,0.008099908854063765,0.0016234633915958657,0.006331990321252059
0,2006,Men,30-39,Danish,No higher education,0.098,238186.0,0.005649035726135526,0.011447346984814344,0.0307449309951503,0.0061622014330106716,0.007384740861148171
0,2006,Men,30-39,Immigrants and descendants,Higher education,0.056,6465.0,8.761703871156198e-05,0.0001775493540026335,0.0004768565715956598,0.0017199295001829006,0.00037277594728171335
0,2006,Men,30-39,Immigrants and descendants,No higher education,0.092,16149.0,0.00035955511918593885,0.0007286114673421296,0.0019568821767546253,0.007058095839845698,0.0004700309060186853
0,2006,Men,30-39,Non-western immigrants and descendants,Higher education,0.069,3475.0,5.802777443670526e-05,0.00011758893038333183,0.00031581671763989983,0.0017946290239283871,0.00024688529654036243
0,2006,Men,30-39,Non-western immigrants and descendants,No higher education,0.096,12775.0,0.00029680017753800573,0.0006014432873407076,0.0016153378063333255,0.00917915977456271,0.0003879940763200546
0,2006,Men,40-49,Danish,Higher education,0.077,91234.0,0.001700119528382001,0.003445164644119082,0.008983410464719264,0.0018545605837851364,0.007233338138385503
0,2006,Men,40-49,Danish,No higher education,0.131,267076.0,0.008467167932415521,0.017158080422932726,0.04474041015397718,0.009236336411412025,0.011068763597904756
0,2006,Men,40-49,Immigrants and descendants,Higher education,0.092,7733.0,0.0001721741121224141,0.00034889791794889396,0.0009097658692658174,0.0033797916359853105,0.0007325329489291597
0,2006,Men,40-49,Immigrants and descendants,No higher education,0.126,13408.0,0.00040885240894824465,0.0008285087256846787,0.002160371049067838,0.008025805593428885,0.0005344751275992423
0,2006,Men,40-49,Non-western immigrants and descendants,Higher education,0.11,4674.0,0.00012442664977119233,0.00025214126855296095,0.0006574688714435697,0.0038481516686999936,0.0005293863261943987
0,2006,Men,40-49,Non-western immigrants and descendants,No higher education,0.13,9775.0,0.0003075332889810998,0.0006231931322473941,0.0016250020780077725,0.009511103460148046,0.0004020250101791499
0,2006,Men,50-59,Danish,Higher education,0.139,84987.0,0.0028589022991607365,0.005793350971877231,0.016405458027405402,0.0031186086792156964,0.012163501853377267
0,2006,Men,50-59,Danish,No higher education,0.204,255022.0,0.012590408736728514,0.025513518497176438,0.07224850675691627,0.013734137739775588,0.01645889853847339
0,2006,Men,50-59,Immigrants and descendants,Higher education,0.15,5317.0,0.00019301449901780533,0.00039112939809081974,0.0011075898827486504,0.003788890102946835,0.0008212005766062603
0,2006,Men,50-59,Immigrants and descendants,No higher education,0.214,8939.0,0.00046295067875131926,0.0009381348098053303,0.0026565853374014166,0.009087758970436633,0.0006051954634052048
0,2006,Men,50-59,Non-western immigrants and descendants,Higher education,0.159,2314.0,8.904150531706482e-05,0.00018043592868404856,0.0005109536896748542,0.002753792840195499,0.0003788364909390445
0,2006,Men,50-59,Non-western immigrants and descendants,No higher education,0.218,4966.0,0.00026199633936767336,0.0005309159210335958,0.0015034336605668562,0.008102779046008068,0.0003424965191578403
0,2006,Men,60-65,Danish,Higher education,0.335,97158.0,0.007876901013123437,0.015961948805720185,0.028948502186618093,0.008592448882237421,0.033513107495881385
0,2006,Men,60-65,Danish,No higher education,0.426,408646.0,0.042129748433776454,0.08537277370598231,0.15483159082803316,0.04595686923520229,0.0550744038118583
0,2006,Men,60-65,Immigrants and descendants,Higher education,0.308,4692.0,0.00034973631879204453,0.0007087144051650364,0.0012853205305517286,0.006865352000266036,0.001487990115321252
0,2006,Men,60-65,Immigrants and descendants,No higher education,0.392,9528.0,0.0009038988420582114,0.0018316831731724124,0.00332193048537852,0.017743606797246517,0.001181627986951706
0,2006,Men,60-65,Non-western immigrants and descendants,Higher education,0.24,1291.0,7.49841544425764e-05,0.00015194976202678148,0.00027557524910191674,0.0023190401700509703,0.0003190280065897858
0,2006,Men,60-65,Non-western immigrants and descendants,No higher education,0.376,3979.0,0.0003620710476315399,0.0007337098075371673,0.0013306520542291959,0.011197796522637287,0.0004733198708078433
0,2006,Women,18-29,Danish,Higher education,0.115,43953.0,0.0012232588824059982,0.0024150253848822106,0.006771638827709275,0.0013343813003749503,0.005204484143327842
0,2006,Women,18-29,Danish,No higher education,0.136,268370.0,0.008832932041616885,0.01743846328055049,0.04889678418511433,0.009635327005052048,0.011546911248885988
0,2006,Women,18-29,Immigrants and descendants,Higher education,0.091,3652.0,8.042742710499064e-05,0.00015878427771338257,0.00044522504273641683,0.001578796847461009,0.00034218698517298184
0,2006,Women,18-29,Immigrants and descendants,No higher education,0.15,27959.0,0.001014950607116573,0.0020037716593294336,0.005618499107760076,0.019923561855988446,0.0013268011717016154
0,2006,Women,18-29,Non-western immigrants and descendants,Higher education,0.098,1983.0,4.703063087220386e-05,9.285047430025542e-05,0.00026034917930003375,0.0014545195985240294,0.00020009678747940694
0,2006,Women,18-29,Non-western immigrants and descendants,No higher education,0.159,23444.0,0.0009021128135925963,0.001781001042533653,0.004993858817098853,0.027899705853735208,0.0011792931889386255
0,2006,Women,30-39,Danish,Higher education,0.135,134792.0,0.004403823456168369,0.008694271989481018,0.02396785130041016,0.004803872470973232,0.018736532125205933
0,2006,Women,30-39,Danish,No higher education,0.167,199069.0,0.008045482981544614,0.015883837766092142,0.043787618114332835,0.008776345054566181,0.010517513041492019
0,2006,Women,30-39,Immigrants and descendants,Higher education,0.125,8008.0,0.0002422512864608152,0.0004782658967270559,0.0013184549446670407,0.004755412191147617,0.0010306836902800659
0,2006,Women,30-39,Immigrants and descendants,No higher education,0.17,17748.0,0.0007301807107473659,0.001441563169799205,0.003974015505346262,0.014333505940702243,0.0009545337632989368
0,2006,Women,30-39,Non-western immigrants and descendants,Higher education,0.127,4038.0,0.00012410864958097305,0.0002450221645903588,0.0006754625129408789,0.0038383168546558192,0.0005280333607907742
0,2006,Women,30-39,Non-western immigrants and descendants,No higher education,0.178,14286.0,0.0006154073270244741,0.0012149712037106935,0.003349360266167208,0.019032745290291676,0.000804495466916893
0,2006,Women,40-49,Danish,Higher education,0.108,117631.0,0.0030745216747138787,0.0060698908445287044,0.016245734329583542,0.0033538151975372552,0.013080877265238879
0,2006,Women,40-49,Danish,No higher education,0.148,237435.0,0.008504297963758142,0.016789655696333165,0.04493660477826698,0.00927683938279326,0.011117302087113276
0,2006,Women,40-49,Immigrants and descendants,Higher education,0.115,6789.0,0.0001889451130219626,0.0003730258989822158,0.0009983836296465853,0.0037090077293263093,0.0008038869439868204
0,2006,Women,40-49,Immigrants and descendants,No higher education,0.156,13370.0,0.000504763589607444,0.0009965322139076475,0.0026671645360160307,0.009908549765554853,0.0006598556791114354
0,2006,Women,40-49,Non-western immigrants and descendants,Higher education,0.122,3291.0,9.716720880778244e-05,0.00019183288118651987,0.0005134303240796982,0.00300509703832883,0.00041340815485996706
0,2006,Women,40-49,Non-western immigrants and descendants,No higher education,0.166,9583.0,0.00038498303393962307,0.0007600548118518207,0.002034245568088962,0.011906397119911382,0.0005032717227171101
0,2006,Women,50-59,Danish,Higher education,0.139,102538.0,0.0034493054696758747,0.006809809754330911,0.019793413759917344,0.0037626448368505657,0.014675434514003298
0,2006,Women,50-59,Danish,No higher education,0.189,235705.0,0.010781088572249329,0.021284621720820764,0.061865946280744974,0.011760456592965781,0.014093652291629559
0,2006,Women,50-59,Immigrants and descendants,Higher education,0.141,5385.0,0.00018375401402637365,0.00036277734405235025,0.0010544497324591674,0.003607106039516002,0.0007818008649093903
0,2006,Women,50-59,Immigrants and descendants,No higher education,0.178,8814.0,0.00037968641889918206,0.0007495979413065975,0.0021787836578588122,0.007453274868525443,0.0004963476862246601
0,2006,Women,50-59,Non-western immigrants and descendants,Higher education,0.147,1676.0,5.962430963828567e-05,0.00011771361189654167,0.0003421467426400232,0.0018440051793693444,0.00025367792421746293
0,2006,Women,50-59,Non-western immigrants and descendants,No higher education,0.176,4414.0,0.00018800829510998474,0.0003711763812137538,0.0010788623994378377,0.005814545645063506,0.0002457751387037695
0,2006,Women,60-65,Danish,Higher education,0.27,84810.0,0.005541697835444824,0.010940726562821015,0.02036636637170818,0.006045112829592851,0.02357773887973641
0,2006,Women,60-65,Danish,No higher education,0.354,493929.0,0.04231553169559202,0.08354166455643584,0.15551436532931795,0.046159529288650455,0.055317270260462854
0,2006,Women,60-65,Immigrants and descendants,Higher education,0.28,4856.0,0.0003290551740010402,0.000649638935526317,0.0012093149841818172,0.006459379468591001,0.0014000000000000002
0,2006,Women,60-65,Immigrants and descendants,No higher education,0.357,12427.0,0.0010736593956592732,0.002119677798811072,0.003945819721631999,0.021076020085796947,0.0014035486398852467
0,2006,Women,60-65,Non-western immigrants and descendants,Higher education,0.311,830.0,6.246985471941081e-05,0.00012333144447767725,0.00022958378211553632,0.0019320095503978084,0.0002657845963756178
0,2006,Women,60-65,Non-western immigrants and descendants,No higher education,0.316,2193.0,0.0001677095249769305,0.00033110142581527376,0.0006163514740660957,0.005186764166548161,0.00021923943163803167
0,2007,Men,18-29,Danish,Higher education,0.047,29491.0,0.0003315742851394795,0.0006715830989464096,0.0018350882210033113,0.00036327427702344457,0.0013818926291190277
0,2007,Men,18-29,Danish,No higher education,0.08,294603.0,0.00563794243032363,0.011419301854018737,0.031203028124540757,0.006176955065782801,0.007417780649571659
0,2007,Men,18-29,Immigrants and descendants,Higher education,0.032,2718.0,2.0806207031998492e-05,4.2141678719120886e-05,0.0001151513466495613,0.0003911055152101086,8.671343172872542e-05
0,2007,Men,18-29,Immigrants and descendants,No higher education,0.083,29309.0,0.0005819324539846629,0.0011786680039439991,0.00322068821253007,0.010938898756660747,0.0007656423154142418
0,2007,Men,18-29,Non-western immigrants and descendants,Higher education,0.039,1596.0,1.4889872499306867e-05,3.0158510970761594e-05,8.240756554515378e-05,0.0004371220899610239,6.205609414692312e-05
0,2007,Men,18-29,Non-western immigrants and descendants,No higher education,0.087,25142.0,0.000523254003130404,0.0010598184500665005,0.002895934035817979,0.015361171389444853,0.0006884397042360044
0,2007,Men,30-39,Danish,Higher education,0.058,104915.0,0.001455657034402629,0.0029483428178274577,0.008130185689434489,0.0015948243891840438,0.006066700032302189
0,2007,Men,30-39,Danish,No higher education,0.099,230258.0,0.005453099317726924,0.011044913622059262,0.030456837694768153,0.005974440120864545,0.007174584540215904
0,2007,Men,30-39,Immigrants and descendants,Higher education,0.061,6658.0,9.715543726501337e-05,0.00019678229754905167,0.0005426358867746048,0.0018262832475211908,0.0004049119266859948
0,2007,Men,30-39,Immigrants and descendants,No higher education,0.097,16970.0,0.00039377402195206034,0.0007975647985968278,0.0021993201987029263,0.007401983047417767,0.0005180842756800428
0,2007,Men,30-39,Non-western immigrants and descendants,Higher education,0.069,3569.0,5.891001368086576e-05,0.00011931856998539172,0.0003290262327410903,0.0017294216791319923,0.00024551757278959316
0,2007,Men,30-39,Non-western immigrants and descendants,No higher education,0.103,13420.0,0.00033066119081183584,0.0006697336831573311,0.0018468202454659873,0.009707222865971418,0.00043504739771306304
0,2007,Men,40-49,Danish,Higher education,0.076,94128.0,0.0017112990459276637,0.003466129817650607,0.008973151020336486,0.0018749069259661418,0.007132131904592892
0,2007,Men,40-49,Danish,No higher education,0.128,270854.0,0.00829351640830746,0.016798001836333728,0.04348683264825893,0.009086413851250856,0.010911690974275658
0,2007,Men,40-49,Immigrants and descendants,Higher education,0.085,7961.0,0.00016187509434151834,0.0003278679390182156,0.0008487877506939594,0.0030428536097308724,0.0006746421834684576
0,2007,Men,40-49,Immigrants and descendants,No higher education,0.129,14168.0,0.00043721166780016034,0.000885545049530136,0.002292507748636855,0.008218503945859658,0.0005752347224639572
0,2007,Men,40-49,Non-western immigrants and descendants,Higher education,0.105,4756.0,0.00011946058300725953,0.00024195998342938958,0.000626388388898157,0.003507005161698093,0.0004978724422448825
0,2007,Men,40-49,Non-western immigrants and descendants,No higher education,0.132,10401.0,0.0003284297672099861,0.0006652140733903614,0.0017221127468996045,0.009641714947856315,0.00043211153750885594
0,2007,Men,50-59,Danish,Higher education,0.139,84083.0,0.0027958668427628605,0.005662854457227718,0.01648453737658674,0.003063164278651012,0.01165225397496381
0,2007,Men,50-59,Danish,No higher education,0.202,249313.0,0.012047301491690412,0.024401060131450488,0.07103134837799718,0.013199077659584784,0.01585050592286506
0,2007,Men,50-59,Immigrants and descendants,Higher education,0.151,5512.0,0.00019910384229231888,0.000403272453298254,0.0011739238363892806,0.003742662499718956,0.000829799367515164
0,2007,Men,50-59,Immigrants and descendants,No higher education,0.195,9081.0,0.00042360567721242375,0.0008579869615460089,0.0024975952045133993,0.007962744789441735,0.0005573334659422276
0,2007,Men,50-59,Non-western immigrants and descendants,Higher education,0.167,2514.0,0.00010043272107133212,0.00020342023213390216,0.0005921551480959097,0.002948404087222164,0.0004185705683191297
0,2007,Men,50-59,Non-western immigrants and descendants,No higher education,0.201,5170.0,0.000248587957154179,0.000503499451280225,0.0014656840620592385,0.007297798377752028,0.0003270645206267155
0,2007,Men,60-65,Danish,Higher education,0.329,104334.0,0.00821136279747032,0.016631604805477023,0.029331319571966052,0.008996405985987199,0.03422226099371104
0,2007,Men,60-65,Danish,No higher education,0.425,421991.0,0.04290279671917577,0.08689694727687212,0.15325052273770146,0.04700449690749155,0.05644675149649242
0,2007,Men,60-65,Immigrants and descendants,Higher education,0.3,5092.0,0.00036542910529434433,0.0007401539322494604,0.001305327523902379,0.006869168334195201,0.001522988391151593
0,2007,Men,60-65,Immigrants and descendants,No higher education,0.386,10116.0,0.0009340919089125614,0.0018919450844156317,0.00333661402688756,0.01755863030330283,0.0012289747496508788
0,2007,Men,60-65,Non-western immigrants and descendants,Higher education,0.302,1458.0,0.00010533142309949234,0.0002133422485155495,0.0003762480976791044,0.0030922153165490363,0.0004389867481266724
0,2007,Men,60-65,Non-western immigrants and descendants,No higher education,0.383,4314.0,0.00039525047418947624,0.0008005552608054189,0.0014118506580898093,0.011603370904877279,0.000520026828122192
0,2007,Women,18-29,Danish,Higher education,0.12,44355.0,0.0012732606414242453,0.00251493576816437,0.0070468239247258434,0.0013949900812761384,0.0053065318216440616
0,2007,Women,18-29,Danish,No higher education,0.141,267933.0,0.009037302187814195,0.01785041788020767,0.050016685665261955,0.00990130889414288,0.011890281981693047
0,2007,Women,18-29,Immigrants and descendants,Higher education,0.091,4152.0,9.03841383291259e-05,0.00017852613594053287,0.0005002283803267228,0.0016989994828787913,0.00037669137850588415
0,2007,Women,18-29,Immigrants and descendants,No higher education,0.153,29258.0,0.0010708522444968544,0.002115140077754825,0.00592660054890715,0.020129388223126557,0.0014089088627538859
0,2007,Women,18-29,Non-western immigrants and descendants,Higher education,0.105,2310.0,5.8022276439606714e-05,0.00011460520620904594,0.0003211225985312166,0.0017033603707995364,0.0002418177757749534
0,2007,Women,18-29,Non-western immigrants and descendants,No higher education,0.162,24452.0,0.0009475952750657789,0.001871683749166035,0.005244438442565327,0.02781856104498051,0.0012467409843000092
0,2007,Women,30-39,Danish,Higher education,0.138,137549.0,0.00454077527138661,0.008968908465145465,0.02536129408086536,0.004974893795352707,0.018924458738938495
0,2007,Women,30-39,Danish,No higher education,0.174,188231.0,0.007834907665518979,0.015475456389068961,0.04375979552517589,0.008583960051484584,0.010308304348742926
0,2007,Women,30-39,Immigrants and descendants,Higher education,0.141,8726.0,0.00029432544289380807,0.0005813496151003876,0.0016438765775852622,0.005532594374620591,0.0012266516986564682
0,2007,Women,30-39,Immigrants and descendants,No higher education,0.173,18667.0,0.0007725277977059491,0.0015258916573268897,0.004314748802197596,0.014521622411583513,0.0010164065738341459
0,2007,Women,30-39,Non-western immigrants and descendants,Higher education,0.159,4452.0,0.00016933462287673277,0.0003344685966142442,0.0009457735545537869,0.00497115769514379,0.0007057310463915265
0,2007,Women,30-39,Non-western immigrants and descendants,No higher education,0.184,15039.0,0.0006619577440900645,0.0013074944386589277,0.0036971891392122962,0.019433098072263774,0.0008709307350383018
0,2007,Women,40-49,Danish,Higher education,0.11,121257.0,0.0031907515529421278,0.006302350788793779,0.016730620881870762,0.003495801741889881,0.013298003644963051
0,2007,Women,40-49,Danish,No higher education,0.152,238676.0,0.008678523098033127,0.017141759859685995,0.04550560498321077,0.00950822891088507,0.011418240164569316
0,2007,Women,40-49,Immigrants and descendants,Higher education,0.128,7090.0,0.0002170949343000284,0.00042880443924482944,0.001138331512461163,0.004080850776805989,0.000904780325175369
